State,Sample Year,Sample Month,NO2 Units,Average of NO2 Mean,O3 Units,Average of O3 Mean,SO2 Units,Average of SO2 Mean,CO Units,Average of CO Mean
Hawaii,2014,12,Parts per billion,4.727699452,Parts per million,0.030110935,Parts per billion,1.107388016,Parts per million,0.309591452
Illinois,2014,1,Parts per billion,11.4718489,Parts per million,0.0198793,Parts per billion,1.045826267,Parts per million,0.321045383
Illinois,2014,2,Parts per billion,17.15830549,Parts per million,0.022277462,Parts per billion,1.7033285,Parts per million,0.322836603
Illinois,2014,3,Parts per billion,12.38290231,Parts per million,0.027068897,Parts per billion,1.288823241,Parts per million,0.30257794
Illinois,2014,4,Parts per billion,8.9251263,Parts per million,0.032682,Parts per billion,1.482090633,Parts per million,0.299794683
Illinois,2014,5,Parts per billion,9.639253135,Parts per million,0.031610703,Parts per billion,0.909454797,Parts per million,0.341297527
Illinois,2014,6,Parts per billion,8.074314548,Parts per million,0.030557571,Parts per billion,0.685970286,Parts per million,0.341190036
Illinois,2014,7,Parts per billion,8.128787917,Parts per million,0.029401313,Parts per billion,0.906915917,Parts per million,0.307771813
Illinois,2014,8,Parts per billion,8.523869667,Parts per million,0.029532444,Parts per billion,0.76218688,Parts per million,0.333661083
Illinois,2014,9,Parts per billion,9.541183556,Parts per million,0.0228394,Parts per billion,0.7946698,Parts per million,0.330866878
Illinois,2014,10,Parts per billion,9.635930709,Parts per million,0.017143982,Parts per billion,0.618621055,Parts per million,0.251417373
Illinois,2014,11,Parts per billion,11.46319028,Parts per million,0.017165982,Parts per billion,0.873528132,Parts per million,0.22342657
Illinois,2014,12,Parts per billion,12.00710309,Parts per million,0.011674116,Parts per billion,1.047688407,Parts per million,0.266203279
Indiana,2014,1,Parts per billion,15.079508,Parts per million,0.022689038,Parts per billion,4.002924135,Parts per million,0.174287788
Indiana,2014,2,Parts per billion,18.01580361,Parts per million,0.028050607,Parts per billion,2.609993446,Parts per million,0.210647571
Indiana,2014,3,Parts per billion,14.64944814,Parts per million,0.031131071,Parts per billion,3.333513071,Parts per million,0.213284679
Indiana,2014,4,Parts per billion,10.02213647,Parts per million,0.03620151,Parts per billion,1.73671552,Parts per million,0.258546194
Indiana,2014,5,Parts per billion,9.121899829,Parts per million,0.032979686,Parts per billion,1.877501143,Parts per million,0.211559957
Indiana,2014,6,Parts per billion,6.146998885,Parts per million,0.035463192,Parts per billion,3.017758154,Parts per million,0.192105654
Indiana,2014,7,Parts per billion,7.728558303,Parts per million,0.02922103,Parts per billion,3.568677197,Parts per million,0.184423182
Indiana,2014,8,Parts per billion,8.433281596,Parts per million,0.027896,Parts per billion,2.63108401,Parts per million,0.269801404
Indiana,2014,9,Parts per billion,11.37025495,Parts per million,0.023401017,Parts per billion,1.664766932,Parts per million,0.259258729
Indiana,2014,10,Parts per billion,12.17461161,Parts per million,0.017428464,Parts per billion,2.977869929,Parts per million,0.258658036
Indiana,2014,11,Parts per billion,14.72915413,Parts per million,0.019946167,Parts per billion,2.569720667,Parts per million,0.207094333
Indiana,2014,12,Parts per billion,16.48556738,Parts per million,0.01214681,Parts per billion,1.360900881,Parts per million,0.249234143
Iowa,2014,1,Parts per billion,9.068865367,Parts per million,0.022653467,Parts per billion,0.745217667,Parts per million,0.203282267
Iowa,2014,2,Parts per billion,11.04152868,Parts per million,0.02831625,Parts per billion,1.073921804,Parts per million,0.224651071
Iowa,2014,3,Parts per billion,7.063968677,Parts per million,0.030950145,Parts per billion,0.895109468,Parts per million,0.218282742
Iowa,2014,4,Parts per billion,6.190169733,Parts per million,0.033663867,Parts per billion,0.364250033,Parts per million,0.2070358
Iowa,2014,5,Parts per billion,5.576095148,Parts per million,0.033984041,Parts per billion,0.333064434,Parts per million,0.196185902
Iowa,2014,6,Parts per billion,4.73830125,Parts per million,0.03298815,Parts per billion,0.240537917,Parts per million,0.169604042
Iowa,2014,7,Parts per billion,4.406410613,Parts per million,0.02751454,Parts per billion,0.174626758,Parts per million,0.183437742
Iowa,2014,8,Parts per billion,5.445498161,Parts per million,0.027021508,Parts per billion,0.264983234,Parts per million,0.223379734
Iowa,2014,9,Parts per billion,6.169101034,Parts per million,0.02374011,Parts per billion,0.275506805,Parts per million,0.220618551
Iowa,2014,10,Parts per billion,6.602833645,Parts per million,0.017676694,Parts per billion,0.262852161,Parts per million,0.209184573
Iowa,2014,11,Parts per billion,7.0412121,Parts per million,0.018468433,Parts per billion,0.578817667,Parts per million,0.184520067
Iowa,2014,12,Parts per billion,8.562019968,Parts per million,0.013198048,Parts per billion,0.834995452,Parts per million,0.213423661
Kansas,2014,1,Parts per billion,12.00916935,Parts per million,0.022569871,Parts per billion,1.415969274,Parts per million,0.261917984
Kansas,2014,2,Parts per billion,15.25782893,Parts per million,0.024997036,Parts per billion,2.546289589,Parts per million,0.286739929
Kansas,2014,3,Parts per billion,13.26998042,Parts per million,0.027190323,Parts per billion,1.775394129,Parts per million,0.285947839
Kansas,2014,4,Parts per billion,10.16240077,Parts per million,0.030458333,Parts per billion,1.30178565,Parts per million,0.27466075
Kansas,2014,5,Parts per billion,9.402092968,Parts per million,0.031108935,Parts per billion,2.457938,Parts per million,0.246646597
Kansas,2014,6,Parts per billion,7.230323036,Parts per million,0.029275357,Parts per billion,1.019235107,Parts per million,0.228122839
Kansas,2014,7,Parts per billion,8.287045375,Parts per million,0.030974292,Parts per billion,1.080643083,Parts per million,0.262222208
Kansas,2014,8,Parts per billion,10.33462461,Parts per million,0.031018097,Parts per billion,1.871041516,Parts per million,0.260777903
Kansas,2014,9,Parts per billion,10.99358327,Parts per million,0.022498633,Parts per billion,1.401202167,Parts per million,0.28015005
Kansas,2014,10,Parts per billion,11.94436671,Parts per million,0.019223097,Parts per billion,2.006355032,Parts per million,0.287722774
Kansas,2014,11,Parts per billion,11.18193024,Parts per million,0.020467759,Parts per billion,1.928269345,Parts per million,0.245695966
Kansas,2014,12,Parts per billion,11.77162,Parts per million,0.012631071,Parts per billion,2.172292893,Parts per million,0.254164857
Kentucky,2014,1,Parts per billion,12.96607145,Parts per million,0.019935935,Parts per billion,1.684413855,Parts per million,0.307654339
Kentucky,2014,2,Parts per billion,14.91094826,Parts per million,0.02502463,Parts per billion,2.767767944,Parts per million,0.314035759
Kentucky,2014,3,Parts per billion,13.35059525,Parts per million,0.02636475,Parts per billion,2.675,Parts per million,0.3428645
Kentucky,2014,8,Parts per billion,9.503774167,Parts per million,0.028430667,Parts per billion,0.942836167,Parts per million,0.201840333
Kentucky,2014,9,Parts per billion,11.55097373,Parts per million,0.023091367,Parts per billion,0.785129283,Parts per million,0.182187517
Kentucky,2014,10,Parts per billion,10.16553029,Parts per million,0.016637161,Parts per billion,0.938099387,Parts per million,0.251112081
Kentucky,2014,11,Parts per billion,8.50939629,Parts per million,0.021072484,Parts per billion,1.554660081,Parts per million,0.257208387
Kentucky,2014,12,Parts per billion,8.504642842,Parts per million,0.012836737,Parts per billion,0.961611868,Parts per million,0.257286184
Louisiana,2014,1,Parts per billion,13.72785293,Parts per million,0.021228448,Parts per billion,1.813585621,Parts per million,0.292736224
Louisiana,2014,2,Parts per billion,13.41195036,Parts per million,0.019425607,Parts per billion,1.457188571,Parts per million,0.252503589
Louisiana,2014,3,Parts per billion,11.25534439,Parts per million,0.028057464,Parts per billion,1.060851839,Parts per million,0.237397071
Louisiana,2014,4,Parts per billion,9.225097467,Parts per million,0.025413933,Parts per billion,0.779370667,Parts per million,0.1885974
Louisiana,2014,5,Parts per billion,9.657282516,Parts per million,0.032266129,Parts per billion,0.938442097,Parts per million,0.1829545
Louisiana,2014,6,Parts per billion,7.061035267,Parts per million,0.0196861,Parts per billion,0.28827165,Parts per million,0.1528738
Louisiana,2014,7,Parts per billion,7.411690032,Parts per million,0.025857581,Parts per billion,0.966264435,Parts per million,0.17373179
Louisiana,2014,8,Parts per billion,9.654662667,Parts per million,0.0311525,Parts per billion,0.3013565,Parts per million,0.2375065
Louisiana,2014,9,Parts per billion,7.210347654,Parts per million,0.021352615,Parts per billion,1.594445288,Parts per million,0.307839115
Louisiana,2014,10,Parts per billion,13.37158132,Parts per million,0.02387629,Parts per billion,1.620891758,Parts per million,0.38386829
Louisiana,2014,11,Parts per billion,12.0214268,Parts per million,0.022806967,Parts per billion,1.385217417,Parts per million,0.488850283
Louisiana,2014,12,Parts per billion,11.03531452,Parts per million,0.014747161,Parts per billion,2.027791823,Parts per million,0.283280839
Maine,2014,1,Parts per billion,3.486658161,Parts per million,0.027582387,Parts per billion,0.819384161,Parts per million,0.182224742
Maine,2014,2,Parts per billion,4.271872179,Parts per million,0.032089786,Parts per billion,0.520652911,Parts per million,0.203244714
Maine,2014,3,Parts per billion,3.214055607,Parts per million,0.035461964,Parts per billion,0.402694804,Parts per million,0.192289429
Maine,2014,4,Parts per billion,3.5181655,Parts per million,0.036409261,Parts per billion,0.548282761,Parts per million,0.216765043
Maine,2014,5,Parts per billion,2.677978596,Parts per million,0.028693018,Parts per billion,0.540682175,Parts per million,0.20279757
Maine,2014,6,Parts per billion,2.811320283,Parts per million,0.02511545,Parts per billion,0.66417935,Parts per million,0.18487635
Maine,2014,7,Parts per billion,2.690803016,Parts per million,0.027549742,Parts per billion,0.874994121,Parts per million,0.193137952
Maine,2014,8,Parts per billion,3.197005694,Parts per million,0.019222661,Parts per billion,0.254593621,Parts per million,0.235393137
Maine,2014,9,Parts per billion,3.341949,Parts per million,0.019665083,Parts per billion,0.21985005,Parts per million,0.2037543
Maine,2014,10,Parts per billion,3.298777581,Parts per million,0.018085968,Parts per billion,0.235757815,Parts per million,0.20459329
Maine,2014,11,Parts per billion,5.484833633,Parts per million,0.022062733,Parts per billion,0.639460208,Parts per million,0.2510679
Maine,2014,12,Parts per billion,5.074117726,Parts per million,0.021799097,Parts per billion,0.705859516,Parts per million,0.258763476
Maryland,2014,1,Parts per billion,12.28627126,Parts per million,0.020468435,Parts per billion,2.029248419,Parts per million,0.249467452
Maryland,2014,2,Parts per billion,10.52981284,Parts per million,0.029576643,Parts per billion,2.497687714,Parts per million,0.239307929
Maryland,2014,3,Parts per billion,9.588414345,Parts per million,0.032067552,Parts per billion,1.932556779,Parts per million,0.214707117
Maryland,2014,4,Parts per billion,6.218752911,Parts per million,0.038906667,Parts per billion,1.032093228,Parts per million,0.185786033
Maryland,2014,5,Parts per billion,5.074902385,Parts per million,0.035464857,Parts per billion,0.599299747,Parts per million,0.171376121
Maryland,2014,6,Parts per billion,3.990744381,Parts per million,0.032601607,Parts per billion,0.499282167,Parts per million,0.153363607
Maryland,2014,7,Parts per billion,4.505232473,Parts per million,0.032481688,Parts per billion,0.62366593,Parts per million,0.15301071
Maryland,2014,8,Parts per billion,4.519252344,Parts per million,0.0298601,Parts per billion,0.569483106,Parts per million,0.185510161
Maryland,2014,9,Parts per billion,5.16892378,Parts per million,0.023512573,Parts per billion,0.630499061,Parts per million,0.169637726
Maryland,2014,10,Parts per billion,5.950414032,Parts per million,0.022940269,Parts per billion,0.809712505,Parts per million,0.195415919
Maryland,2014,11,Parts per billion,8.624308701,Parts per million,0.021708874,Parts per billion,1.353801,Parts per million,0.236424649
Maryland,2014,12,Parts per billion,10.18329277,Parts per million,0.015879387,Parts per billion,1.171359661,Parts per million,0.236663102
Massachusetts,2014,1,Parts per billion,20.41508039,Parts per million,0.016037129,Parts per billion,2.011754323,Parts per million,0.328737919
Massachusetts,2014,2,Parts per billion,23.97266479,Parts per million,0.018006714,Parts per billion,1.650284911,Parts per million,0.357428268
Massachusetts,2014,3,Parts per billion,19.3286799,Parts per million,0.024451645,Parts per billion,1.962825968,Parts per million,0.312633742
Massachusetts,2014,4,Parts per billion,15.47625417,Parts per million,0.028665533,Parts per billion,0.715404833,Parts per million,0.25211375
Massachusetts,2014,5,Parts per billion,14.3814619,Parts per million,0.023826581,Parts per billion,0.670862113,Parts per million,0.243383065
Massachusetts,2014,6,Parts per billion,12.16259013,Parts per million,0.024126,Parts per billion,0.68846325,Parts per million,0.213267567
Massachusetts,2014,7,Parts per billion,10.66154787,Parts per million,0.028352226,Parts per billion,0.559740565,Parts per million,0.226188613
Massachusetts,2014,8,Parts per billion,11.07627423,Parts per million,0.02231629,Parts per billion,0.309802484,Parts per million,0.258447758
Massachusetts,2014,9,Parts per billion,13.12700803,Parts per million,0.018101967,Parts per billion,0.751733117,Parts per million,0.267857133
